Clinical	01A	MappedSampleName	01A	MappedFileName
TCGA-J8-A3YF	TCGA-J8-A3YF-01A	8911B736-00BE-4F02-96F6-882DB7AAC2DD	TCGA-J8-A3YF-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8911B736-00BE-4F02-96F6-882DB7AAC2DD.txt
TCGA-J8-A3YG	TCGA-J8-A3YG-01A	#N/A	TCGA-J8-A3YG-01A	0
TCGA-J8-A3YH	TCGA-J8-A3YH-01A	05D15459-6554-4944-9AD0-BC829F33EB60	TCGA-J8-A3YH-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.05D15459-6554-4944-9AD0-BC829F33EB60.txt
TCGA-J8-A42S	TCGA-J8-A42S-01A	A1D4BF74-68AC-4B96-85F1-73E8A196F697	TCGA-J8-A42S-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A1D4BF74-68AC-4B96-85F1-73E8A196F697.txt
TCGA-J8-A4HW	TCGA-J8-A4HW-01A	#N/A	TCGA-J8-A4HW-01A	0
TCGA-J8-A4HY	TCGA-J8-A4HY-01A	8CC2F117-0837-4F81-984F-3CF5E4929B99	TCGA-J8-A4HY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8CC2F117-0837-4F81-984F-3CF5E4929B99.txt
TCGA-KS-A41F	TCGA-KS-A41F-01A	B42716FB-1D30-45D4-A246-68275E4D6057	TCGA-KS-A41F-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B42716FB-1D30-45D4-A246-68275E4D6057.txt
TCGA-KS-A41I	TCGA-KS-A41I-01A	#N/A	TCGA-KS-A41I-01A	0
TCGA-KS-A41J	TCGA-KS-A41J-01A	#N/A	TCGA-KS-A41J-01A	0
TCGA-KS-A41L	TCGA-KS-A41L-01A	#N/A	TCGA-KS-A41L-01A	0
TCGA-KS-A4I1	TCGA-KS-A4I1-01A	#N/A	TCGA-KS-A4I1-01A	0
TCGA-KS-A4I3	TCGA-KS-A4I3-01A	#N/A	TCGA-KS-A4I3-01A	0
TCGA-KS-A4I5	TCGA-KS-A4I5-01A	DBCF50F7-2715-4293-AC04-D7B1974E4079	TCGA-KS-A4I5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DBCF50F7-2715-4293-AC04-D7B1974E4079.txt
TCGA-KS-A4I7	TCGA-KS-A4I7-01A	#N/A	TCGA-KS-A4I7-01A	0
TCGA-KS-A4I9	TCGA-KS-A4I9-01A	#N/A	TCGA-KS-A4I9-01A	0
TCGA-KS-A4IB	TCGA-KS-A4IB-01A	6FE35C2F-844B-490D-B2BB-726C3F6A0912	TCGA-KS-A4IB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6FE35C2F-844B-490D-B2BB-726C3F6A0912.txt
TCGA-KS-A4IC	TCGA-KS-A4IC-01A	#N/A	TCGA-KS-A4IC-01A	0
TCGA-KS-A4ID	TCGA-KS-A4ID-01A	#N/A	TCGA-KS-A4ID-01A	0
TCGA-L6-A4EP	TCGA-L6-A4EP-01A	71A6ED88-66C4-4E64-9C74-412443109C74	TCGA-L6-A4EP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.71A6ED88-66C4-4E64-9C74-412443109C74.txt
TCGA-L6-A4EQ	TCGA-L6-A4EQ-01A	DF2593DF-49A5-4F2D-8446-2F310A2751D4	TCGA-L6-A4EQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DF2593DF-49A5-4F2D-8446-2F310A2751D4.txt
TCGA-L6-A4ET	TCGA-L6-A4ET-01A	9F491D69-F2B6-4EE3-B4C4-01343424F631	TCGA-L6-A4ET-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9F491D69-F2B6-4EE3-B4C4-01343424F631.txt
TCGA-L6-A4EU	TCGA-L6-A4EU-01A	09F42A77-B5CA-48A5-9AF6-411F0DDB376F	TCGA-L6-A4EU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.09F42A77-B5CA-48A5-9AF6-411F0DDB376F.txt
TCGA-MK-A4N6	TCGA-MK-A4N6-01A	#N/A	TCGA-MK-A4N6-01A	0
TCGA-MK-A4N7	TCGA-MK-A4N7-01A	#N/A	TCGA-MK-A4N7-01A	0
TCGA-MK-A4N9	TCGA-MK-A4N9-01A	6D1027BC-3B26-4AC6-8AF5-0D5B0A24C1C7	TCGA-MK-A4N9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6D1027BC-3B26-4AC6-8AF5-0D5B0A24C1C7.txt
TCGA-MK-A84Z	TCGA-MK-A84Z-01A	#N/A	TCGA-MK-A84Z-01A	0
TCGA-QD-A8IV	TCGA-QD-A8IV-01A	#N/A	TCGA-QD-A8IV-01A	0
